Cust1,Sales Pro 2,1-1-2025,12500,17000,0.25,0.304,4,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",12500,,""
Cust1,Sales Pro 2,2-1-2025,12500,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",12500,,""
Cust1,Sales Pro 2,3-1-2025,13000,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",13000,,""
Cust1,Sales Pro 2,4-1-2025,13000,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",13000,,""
Cust1,Sales Pro 2,5-1-2025,13000,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",13000,,""
Cust1,Sales Pro 2,6-1-2025,16000,17000,0.25,0.304,4,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16000,,""
Cust1,Sales Pro 2,7-1-2025,16000,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16000,,""
Cust1,Sales Pro 2,8-1-2025,16000,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16000,,""
Cust1,Sales Pro 2,9-1-2025,16000,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16000,,""
Cust1,Sales Pro 2,10-1-2025,16500,17000,0.25,0.304,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16500,,""
Cust1,Sales Pro 2,11-1-2025,16500,17000,0.25,0.255,3,4,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16500,,""
Cust1,Sales Pro 2,12-1-2025,16500,17000,0.25,0.304,3,3,"This account was negatively impacted by Covid & is rebounding. We set a target = $204K for yr. and while customer might have actual demand, we may "frontload" them going into 2025. Current opportunity will require 5% price discount. Customer has clearly stated they will always maintain at least 2 suppliers, hence our opportunity values.",500000,50000,"100000",16500,,""
Cust10,Sales Pro 2,1-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,2-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,3-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,4-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,5-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,6-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,7-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,8-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,9-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,10-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,11-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust10,Sales Pro 2,12-1-2025,3000,3500,0.45,0.55,1,1,"This distributor is not growing, but serves as a good channel partner for the local market and does not require in person help.  Handled by IS",60000,,"",3000,,""
Cust11,Sales Pro 4,1-1-2025,,,,,2,2,"Sales, Product & Industry Mgt. are working on a proprietary new product  in a new industry with the help of an actual end user.  We've identified 2 potential channel partners (Cust 13 & 14) and have assigned future potential to each. For now, we will work under NDA with the end user to develop and test. Since this business is via channel partners ( 13 & 14), all potential and opps are under those customers.",,,"",,,""
Cust11,Sales Pro 4,2-1-2025,,,,,2,2,"Sales, Product & Industry Mgt. are working on a proprietary new product  in a new industry with the help of an actual end user.  We've identified 2 potential channel partners (Cust 13 & 14) and have assigned future potential to each. For now, we will work under NDA with the end user to develop and test. Since this business is via channel partners ( 13 & 14), all potential and opps are under those customers.",,,"",,,""
Cust11,Sales Pro 4,3-1-2025,,,,,2,2,"Sales, Product & Industry Mgt. are working on a proprietary new product  in a new industry with the help of an actual end user.  We've identified 2 potential channel partners (Cust 13 & 14) and have assigned future potential to each. For now, we will work under NDA with the end user to develop and test. Since this business is via channel partners ( 13 & 14), all potential and opps are under those customers.",,,"",,,""
Cust11,Sales Pro 4,4-1-2025,,,,,2,2,"Sales, Product & Industry Mgt. are working on a proprietary new product  in a new industry with the help of an actual end user.  We've identified 2 potential channel partners (Cust 13 & 14) and have assigned future potential to each. For now, we will work under NDA with the end user to develop and test. Since this business is via channel partners ( 13 & 14), all potential and opps are under those customers.",,,"",,,""
Cust11,Sales Pro 4,5-1-2025,,,,,2,2,"Sales, Product & Industry Mgt. are working on a proprietary new product  in a new industry with the help of an actual end user.  We've identified 2 potential channel partners (Cust 13 & 14) and have assigned future potential to each. For now, we will work under NDA with the end user to develop and test. Since this business is via channel partners ( 13 & 14), all potential and opps are under those customers.",,,"",,,""
